model,seed,bs,lr,model_loc,fold,epoch,set_type,loss,acc,prec,rec,f1,fn,fp,tn,tp
bert,132,21,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs21_lr3e-05_ffan_ep2,fan,,dev,0.20838281312026083,0.9447738772928527,0.16506256015399423,0.24465049928673324,0.1971264367816092,1059,1735,47455,343
bert,132,21,3e-05,,fan,,test,,0.9377595017566273,0.12737864077669903,0.2735613010842369,0.17382087970323265,871,2247,46650,328
bert,132,21,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs21_lr3e-05_f1_ep2,1,,dev,0.2456047578607915,0.9481875411454904,0.12211634904714143,0.240731586752348,0.1620362668441191,1536,3501,91692,487
bert,132,21,3e-05,,1,,test,,0.951035419030637,0.16596764529658478,0.21283134844410295,0.1865005891264097,2049,2784,93317,554
bert,132,21,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs21_lr3e-05_f2_ep3,2,,dev,0.1749614162591139,0.9285135354190306,0.11485902093063484,0.25509028044563964,0.1583969465648855,1939,5117,90984,664
bert,132,21,3e-05,,2,,test,,0.9195623814041746,0.1304221251819505,0.29271479908526626,0.18044507098982984,2165,5974,92149,896
bert,132,21,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs21_lr3e-05_f3_ep2,3,,dev,0.2424318088083773,0.8943607685009488,0.11637497485415409,0.3779810519438092,0.17795893255402598,1904,8785,89338,1157
bert,132,21,3e-05,,3,,test,,0.9173998044965787,0.12024556252502336,0.3721602643535729,0.18176316320355057,1520,6592,89195,901
bert,132,21,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs21_lr3e-05_f4_ep2,4,,dev,0.26184261861117253,0.9231732649071359,0.084899546338302,0.2164394878149525,0.12195973466775281,1897,5648,90139,524
bert,132,21,3e-05,,4,,test,,0.9304292772034708,0.1217500448269679,0.27334943639291465,0.16846545093660836,1805,4898,88966,679
bert,132,21,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs21_lr3e-05_f5_ep4,5,,dev,0.10778611479288913,0.9486237389463196,0.15769017212659633,0.2286634460547504,0.1866579033848176,1916,3034,90830,568
bert,132,21,3e-05,,5,,test,,0.9500890560063329,0.11749930226067541,0.18280503690838038,0.14305130818892287,1882,3162,95595,421
bert,132,21,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs21_lr3e-05_f6_ep4,6,,dev,0.09817870310392832,0.9487829012467841,0.11764705882352941,0.19192357794181503,0.14587458745874587,1861,3315,95442,442
bert,132,21,3e-05,,6,,test,,0.9499028615372161,0.09830693610049153,0.1791936286709806,0.12696173514371364,1649,3302,93517,360
bert,132,21,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs21_lr3e-05_f7_ep2,7,,dev,0.24399688985259807,0.9661431982838872,0.13962264150943396,0.1289198606271777,0.13405797101449274,1750,1596,95223,259
bert,132,21,3e-05,,7,,test,,0.9558901592486729,0.14541387024608501,0.11878654970760234,0.1307583987125327,2411,1910,93314,325
bert,132,21,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs21_lr3e-05_f8_ep3,8,,dev,0.15811741534681595,0.9594222131482237,0.12522686025408347,0.0756578947368421,0.09432672590567327,2529,1446,93778,207
bert,132,21,3e-05,,8,,test,,0.9570736748257416,0.10123456790123457,0.10700304480208786,0.10403890886022414,2053,2184,94221,246
bert,132,21,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs21_lr3e-05_f9_ep4,9,,dev,0.09705993162654188,0.8938239585021883,0.054071732257712855,0.21574597651152674,0.08647140864714087,1803,8677,87728,496
bert,132,21,3e-05,,9,,test,,0.9179698243683941,0.10545752974969225,0.2986057319907049,0.15586778530273931,1811,6540,92682,771
bert,132,21,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs21_lr3e-05_f10_ep2,10,,dev,0.25614863686190037,0.9628403599072728,0.2034567901234568,0.15956622773044152,0.178858259170827,2170,1613,97609,412
bert,132,21,3e-05,,10,,test,,0.9627016129032258,0.1483106625713032,0.1670785961443401,0.1571362157136216,1685,1941,93252,338
