64hpo10	0	a	"Trump noted in his statement that the gunman, Omar Mateen, was ""the son of an immigrant from Afghanistan who openly published his support for the Afghanistani Taliban and even tried to run for President of Afghanistan."""	0
64nyt25	0	a	Mr. Obama on Sunday gave his deepest condolences to the families of the victims, and he said Americans should, in particular, keep the country’s gay and lesbian community in mind as they offer their prayers.	0
64hpo7	0	a	"We can't afford to be politically correct anymore,"" the statement continued."	0
64nyt9	0	a	But in the hours after he spoke, law enforcement officials said that the gunman had pledged his allegiance to the Islamic State, and they acknowledged that he had twice been investigated for terrorism connections.	0
64fox19	0	a	That means defeating international terror groups, working with allies and partners to go after them wherever they are, countering their attempts to recruit people here and everywhere, and hardening our defenses at home.	0
64nyt10	0	a	It took only hours for questions about those connections to become fodder in the presidential campaign.	0
64hpo11	0	a	According to the Washington Post, Seddique Mateen expressed gratitude toward the Afghan Taliban in videos posted online.	0
64nyt27	0	a	“The shooter targeted a nightclub where people came together to be with friends, to dance and to sing, and to live,” Mr. Obama said.	0
64nyt19	0	a	Rather than giving in to fear, the president said, “we will stand united, as Americans, to protect our people, and defend our nation, and to take action against those who threaten us.”	0
64fox10	0	a	All these details, surrounding the deadliest terror attack on the U.S. homeland since 9/11, have fueled tensions in the presidential race at an already-combustible time.	0
64hpo2	0	a	For that reason alone, he should step down.	0
64hpo0	0	a	Presumptive Republican presidential nominee Donald Trump issued a bombastic call for President Barack Obama to resign on Sunday over the president’s response to a shooting at an Orlando night club that left 50 people dead and scores of others injured.	0
64hpo13	0	a	"Trump also criticized Clinton, his presumptive Democratic challenger, for wanting to ""dramatically increase admissions"" of Syrian refugees into the United States."	0
64fox15	0	a	In the wake of the Orlando attack, it will also focus on security and immigration issues, Fox News is told.	0
64fox18	0	a	“For now, we can say for certain that we need to redouble our efforts to defend our country from threats at home and abroad.	0
64fox16	0	a	Democratic candidate Bernie Sanders also condemned the attack, while speaking to reporters outside his home in Burlington, Vt.	0
64hpo6	0	a	I am trying to save lives and prevent the next terrorist attack.	0
64hpo14	0	a	"""We need to protect all Americans, of all backgrounds and all beliefs, from Radical Islamic Terrorism - which has no place in an open and tolerant society,"" Trump said."	0
64fox17	0	a	Earlier Sunday, Clinton released a statement unequivocally calling the massacre an “act of terror.”	0
64nyt0	0	a	WASHINGTON — The tableau at the White House was chillingly familiar: The somber president, nearing the end of his eight-year term, walked grim-faced to the podium to offer his condolences, promised action in the wake of suffering and pleaded for a new resolve that just might prevent more deaths in a hail of bullets.	0
64nyt32	0	a	Mr. Obama took no questions from reporters after delivering his five-minute remarks.	0
64nyt4	0	a	“We have to decide if that’s the kind of country we want to be,” Mr. Obama said on Sunday as he mourned the nation’s deadliest mass shooting.	0
64nyt5	0	a	“And to actively do nothing is a decision, as well.”	0
64nyt11	0	a	Donald J. Trump, the presumptive Republican presidential nominee, seized on the attacks as evidence of America’s weakness in facing terrorism.	0
64nyt1	0	a	The list of tragedies on President Obama’s watch seems countless by now.	0
64hpo4	1	a	"""If we do not get tough and smart real fast, we are not going to have a country anymore."	1
64fox25	0	a	Obama also ordered U.S. flags to be flown at half-staff “as a mark of respect for the victims of the act of hatred and terror perpetrated on Sunday, June 12, 2016, in Orlando, Florida.”	0
64nyt15	0	a	I am trying to save lives and prevent the next terrorist attack.”	0
64hpo1	0	a	"""In his remarks today, President Obama disgracefully refused to even say the words 'Radical Islam'."	0
64hpo16	0	a	"I am going to be a President for all Americans, and I am going to protect and defend all Americans."""	0
64fox14	0	a	Trump originally was planning to deliver a speech Monday in Manchester, N.H., focused on the Clintons.	0
