63nyt28	1	a	Even as Mr. Trump’s legal perils have deepened — and federal prosecutors in New York appear to have gathered evidence implicating him in a campaign finance crime — Democrats have said they want to wait to see the findings of an investigation by the special counsel, Robert S. Mueller III, of the president, his campaign and Russia’s attempts to interfere in the 2016 election.	1
63nyt56	0	a	“Donald Trump is going to be impeached whether it is by the ballot box or Congress,” said Representative Eric Swalwell, Democrat of California and a member of the Intelligence Committee.	0
63nyt18	1	a	” He continued the theme at his news conference by asserting that “you can’t impeach somebody who is doing a great job.”	1
63nyt51	0	a	Representatives Brad Sherman of California and Al Green of Texas formally introduced an article of impeachment on Thursday, charging that Mr. Trump had obstructed justice in firing James B. Comey, the F.B.I. director.	0
63nyt33	0	a	Ms. Pelosi defended Ms. Tlaib on Friday at a town hall hosted by MSNBC at the speaker’s alma mater in Washington, Trinity University.	0
63hpo1	0	a	Asked for her reaction to Tlaib’s “colorful language” ― the new Democratic congresswoman vowed to “impeach that motherfucker,” referring to Trump ― Pelosi said it was a free speech issue.	0
63nyt8	1	a	Perhaps out of a belief that an impeachment fight would help him politically — as it did President Bill Clinton in the 1990s — or outright fear that newly empowered Democrats actually might threaten his presidency, Mr. Trump dived into the conversation head first.	1
63nyt24	1	a	She made no apologies for the remark on Friday, proclaiming that “I will always speak truth to power” and fashioning her own hashtag, #unapologeticallyme.	1
63nyt50	0	a	Ms. Tlaib is far from alone among House Democrats.	0
63nyt45	0	a	He repeatedly singled out Ms. Pelosi, asking why she had not censured Ms. Tlaib.	0
63nyt32	0	a	We have to follow the facts.”	0
63hpo15	0	a	Any controversy over Tlaib’s comment concerns the “freedom of speech of an individual member,” not the stance of the Democratic caucus, Pelosi said.	0
63nyt15	0	a	“Speaker Pelosi made clear that today’s meeting was about re-opening government, not impeachment.”	0
63hpo9	0	a	Talking about her victory, she said: “And when your son looks at you and says, ‘Mama, look, you won.	0
63hpo16	0	a	Trump appeared to respond to Tlaib over Twitter Friday morning, writing: “They only want to impeach me because they know they can’t win in 2020, too much success!”	0
63fox3	1	a	“GOP lost entitlement to policing women’s behavior a long time ago. Next.”	1
63hpo10	0	a	Bullies don’t win.’	0
63nyt39	0	a	But they also argue that an impeachment that does not have a reasonable shot of winning a conviction in the Senate will backfire and strengthen Mr. Trump in the 2020 campaign.	0
63fox18	0	a	I don’t like that language, I wouldn’t use that language. 	0
63nyt27	0	a	Ms. Pelosi and her deputies have repeatedly made the case that it is too early to consider impeachment.	0
63nyt6	1	a	The Christian Broadcasting Network referred to her as a “foul-mouthed Islamic congresswoman.”)	1
63nyt35	0	a	The Constitution grants the House the power to impeach executive branch officials for “treason, bribery or other high crimes and misdemeanors,” but what constitutes such crimes has traditionally been defined by the majority party of the House.	0
63fox5	1	a	"Trump issued an apology at the time and described the contents of the ""Access Hollywood"" recording as “locker room banter.” "	1
63fox0	0	a	Rep. Alexandria Ocasio-Cortez took a stand for fellow House freshman Rep. Rashida Tlaib on Saturday after the latter’s expletive-laced comments in favor of impeaching President Trump.	0
63nyt16	0	a	Regardless, Mr. Trump’s frank embrace of the issue was another astonishing development: a president of the United States talking openly about his potential impeachment at a White House news conference.	0
63hpo8	0	a	Tlaib, who became one of the first Muslim women in Congress on Thursday, dropped the expletive as she spoke to a crowd of supporters at an event hosted by the progressive group MoveOn.	0
63nyt31	0	a	It is too early to talk about that intelligently.	0
63hpo4	0	a	I wouldn’t use that language,” the House speaker continued, noting that she doesn’t tell her colleagues what to say.	0
63fox22	0	a	“This is not just about Donald Trump. This is about all of us. In the face of this constitutional crisis, we must rise,” she tweeted.	0
63nyt11	0	a	And Nancy said, We’re not looking to impeach you.”	0
