84hpo13	0	a	"But ""birthers"" have demanded additional proof, asserting he could have been born in Kenya."	0
84fox26	0	a	"""I'm only interested in Libya if we get the oil,"" Trump said."	0
84fox9	0	a	Calling it potentially one of the biggest scams in the history of politics, Trump said he'd like Obama to show his birth certificate.	0
84fox7	0	a	He has what's called a certificate of live birth.	0
84fox24	0	a	"The world laughs at us. They won't be laughing if I'm elected president,"" he said."	0
84hpo24	0	a	"""I'm only interested in Libya if we get the oil,"" Trump said."	0
84fox8	0	a	"That is something that's easy to get,"" Trump said, arguing that Obama has spent $2 million in legal fees ""to get away from this issue."""	0
84hpo4	0	a	NBC further notes, “Strikingly, Trump . . . finishes first among Tea Party supporters (at 20 percent), followed by Romney (17 percent), Huckabee (14 percent), Palin (12 percent) and Gingrich (9 percent).”	0
84hpo10	0	a	How come in the hospital itself, okay? This is one of the...in the hospital itself, there's no records of his birth.	0
84nyt6	0	a	An NBC News/Wall Street Journal poll showed Mr. Trump as the most favored candidate among Republicans who consider themselves Tea Party supporters.	0
84fox16	0	a	"Asked in the interview how genuine his presidential ambition is, Trump, who would have to hand over the reins of his international empire in order to run the country, said, ""I always take things seriously, but I've never taken it seriously like this."	0
84nyt8	1	a	Several conservatives, including Glenn Beck and Bill O’Reilly, have criticized Mr. Trump for raising questions about it.	1
84nyt10	0	a	Kelly Townsend, a founder of the Greater Phoenix Tea Party, said Mr. Trump told them that he was interested in learning more about the legislation in Arizona.	0
84fox18	0	a	But speaking on ABC News, New Jersey Republican Gov. Chris Christie, who is insistent he personally is not a candidate for president in 2012, said he wasn't sure his friend Trump would be either.	0
84fox25	0	a	"Trump accused Obama of conducting a confusing policy on the civil war in Libya, saying ""nobody knows what's happening, and now it looks like (Libyan strongman Muammar) al-Qaddafi is going to beat the United States."""	0
84hpo17	0	a	The remarks from the potential presidential candidate prompted Vieira to ask Trump if he had people on the ground in Hawaii searching for proof of the president's citizenship.	0
84hpo7	0	a	"""I want to see the birth certificate,"" said Trump in an interview on NBC's ""Today"" show, according to TIME."	0
84hpo0	0	a	WASHINGTON — Real estate tycoon Donald Trump said Thursday he hopes questions surrounding Barack Obama’s U.S. citizenship won’t be the defining issue if he’s chosen as the Republican candidate to challenge the president’s re-election.	0
84hpo26	0	a	"Foreign affairs is, we take care of ourselves first"""	0
84fox15	0	a	Former Minnesota Gov. Tim Pawlenty earned 6 percent, Minnesota Congresswoman Michele Bachmann got 5 percent, former Pennsylvania Sen. Rick Santorum won 3 percent and Mississippi Gov. Haley Barbour received 1 percent support.	0
84hpo23	1	a	"He accused Obama of carrying out a confusing policy on the civil war in Libya, saying ""nobody knows what's happening, and now it looks like (Libyan strongman Moammar) Gadhafi is going to beat the United States."""	1
84hpo3	0	a	A national NBC/WSJ poll released yesterday shows Trump tied for 2nd with Mike Huckabee in the 2012 GOP primary field at 17 percent (Mitt Romney leads the pack at 21 percent).	0
84fox19	1	a	"""Donald's a really good friend of mine, I don't know that Donald really wants to be president,"" Christie said in an interview that aired Wednesday night."	1
84hpo6	0	a	"Since then, he said he's looked into it and believes ""there is a big possibility"" Obama may have violated the Constitution."	0
84fox1	1	a	"The ""Celebrity Apprentice"" star has shot up in the polls as a potential GOP nominee, in part because of his questions about whether Obama is constitutionally allowed to be president if he doesn't prove he is a natural-born citizen of the United States."	1
84hpo5	0	a	Trump said he didn't introduce the citizenship issue, but was asked about it during an interview a month ago.	0
84fox10	0	a	"""And to be honest with you, I hope he can,"" he told ""Today."""	0
84hpo16	0	a	"His response: ""Well, I have people that actually have been studying it and they cannot believe what they're talking."""	0
84nyt16	0	a	“I want to invite him to Arizona to talk to people and to meet our leaders,” she said.	0
84fox13	0	a	The Republican primary poll was taken as part of a March 31-April 4 survey of 1,000 adults, but the sample survey of Republican primary voters polled was only 238.	0
84fox21	0	a	"... We've spoken about it and all I could say to you is, I’ll believe it when I see it."""	0
84nyt11	0	a	The bill, which has been approved by committees of the House and Senate, allows great latitude to the secretary of state in denying a presidential candidate a spot on the ballot, saying that the secretary can do so if he or she believes that the documents do not prove citizenship.	0
84fox28	0	a	"Foreign affairs is, we take care of ourselves first."""	0
84hpo14	0	a	"""I'm not convinced that he has one,"" Trump said of the birth certificate issue."	0
84nyt15	0	a	Ms. Townsend said she had her own agenda for the meeting at Trump Tower.	0
84fox20	0	a	Christie: I don't know that he wants that in particular.	0
84hpo8	1	a	"""How come his own family doesn't know which hospital he was born in?"	1
84nyt2	1	a	The Arizona group said the call from Mr. Trump on Wednesday came unexpectedly, and the group had spent much of the day Thursday scurrying to make travel arrangements to New York.	1
84nyt0	0	a	Donald Trump is investing more in the conspiracy theories about President Obama’s birth certificate as he explores his own bid for the presidency.	0
84hpo22	0	a	"Trump said that if the current fight over budget issues forces a shutdown, ""I think the president will be blamed."""	0
84hpo11	0	a	"In other words, it doesn't say how much they paid, where is the doctor, here's your room bill."""	0
84fox6	0	a	He doesn't have a birth certificate or he hasn't shown it.	0
84hpo28	1	a	I love this country, but this country is going to hell. ...	1
84nyt17	0	a	“I think he’d have a good audience with Tea Partiers.”	0
84fox3	0	a	"Officials in Hawaii have certified Obama's citizenship, but a segment of society -- labeled ""birthers"" in the vernacular -- have demanded additional proof."	0
84fox12	0	a	In the poll, former Massachusetts Gov. Mitt Romney leads the would-be group of contenders with 21 percent of Republican primary voters surveyed followed by Trump and former Arkansas Gov. Mike Huckabee at 17 percent each.	0
84hpo21	1	a	"""I wish this was the greatest place in the world,"" Trump said, but he also said jobs are disappearing in the United States and that Obama has given the country ""a terrible presidency."""	1
84fox17	0	a	"I wish I didn't have to do it."""	0
84hpo12	0	a	Officials in Hawaii have certified that Obama was born in that state.	0
84hpo2	0	a	He said that if he’s nominated, “I’d like to beat him straight up,” not on the basis of the birth issue.	0
84hpo19	0	a	"When asked how genuine his presidential ambition is, Trump said, ""I always take things seriously, but I've never taken it seriously like this."""	0
84fox2	0	a	"""I have people that actually have been studying it and they cannot believe what they're finding,"" Trump told NBC's ""Today"" show on Thursday."	0
84nyt7	1	a	Mr. Obama has shown a certificate of live birth from Hawaii, which is the standard form of birth certificate in the state, and state officials – including the Republican who was governor during the 2008 campaign – have confirmed its authenticity.	1
84fox14	0	a	In the poll, former House Speaker Newt Gingrich garnered 11 percent, while former Alaska Gov. Sarah Palin earned 10 percent support.	0
84fox27	0	a	"He said Obama ""doesn't have a doctrine (on foreign affairs.)"	0
84fox22	0	a	Back on NBC, Trump said he wants Obama to do well, but the presidency is not going that direction.	0
84nyt13	0	a	“It’s not about Mr. Obama. It’s about preventing any questions from coming up in the future, putting something in place so no one could question it.”	0
84nyt12	0	a	“It’s not a birther bill,” Ms. Townsend said.	0
